Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
CLIR,ClearSign Combustion Corporation,3.95,50579497.2,n/a,2012,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/clir
CBLI,"Cleveland BioLabs, Inc.",3.89,15568806.96,n/a,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/cbli
CSBK,Clifton Bancorp Inc.,13.55,351758758.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/csbk
CLVS,"Clovis Oncology, Inc.",85.54,2913899998,n/a,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clvs
CMFN,CM Finance Inc,12.44,170020801.5,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/cmfn
CME,CME Group Inc.,97.01,32746499349,n/a,2002,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cme
CCNE,CNB Financial Corporation,17.52,252341576.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ccne
CISG,CNinsure Inc.,8.64,303684500.2,35148669,2007,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/cisg
CNV,Cnova N.V.,5.14,2268270928,n/a,2014,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/cnv
CWAY,"Coastway Bancorp, Inc.",11.56,56937381.24,n/a,2014,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cway
COBZ,CoBiz Financial Inc.,12.92,530099770.5,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/cobz
COKE,Coca-Cola Bottling Co. Consolidated,155,1440295495,n/a,1972,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/coke
CDRB,Code Rebel Corporation,11.05,140143989.7,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cdrb
CDXS,"Codexis, Inc.",3.4,135607993.6,n/a,2010,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/cdxs
CVLY,"Codorus Valley Bancorp, Inc",20.36,119080061.4,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cvly
JVA,"Coffee Holding Co., Inc.",4.97,30892993.18,n/a,2005,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/jva
CCOI,"Cogent Communications Holdings, Inc.",31.24,1438593534,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ccoi
CGNT,"Cogentix Medical, Inc.",1.59,41770025.04,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cgnt
CGNX,Cognex Corporation,45.4,3955612880,n/a,1989,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cgnx
CTSH,Cognizant Technology Solutions Corporation,62.26,38010825340,n/a,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/ctsh
COHR,"Coherent, Inc.",60.28,1436547871,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/cohr
CHRS,"Coherus BioSciences, Inc.",35.39,1339205270,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/chrs
COHU,"Cohu, Inc.",11.98,310372317.2,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/cohu
CLRX,"CollabRx, Inc.",0.54,5663181.42,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/clrx
CLCT,"Collectors Universe, Inc.",20.23,179611569.5,n/a,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/clct
COLL,"Collegium Pharmaceutical, Inc.",19,392646343,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/coll
CIGI,Colliers International Group Inc. ,42.3,1550075759,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/cigi
CBAN,"Colony Bankcorp, Inc.",8.93,75362573.94,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cban
CLCD,"CoLucid Pharmaceuticals, Inc.",9.02,136681277.7,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clcd
COLB,"Columbia Banking System, Inc.",32.33,1865183880,n/a,1992,Finance,Major Banks,http://www.nasdaq.com/symbol/colb
COLM,Columbia Sportswear Company,61.39,4322876118,n/a,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/colm
CMCO,Columbus McKinnon Corporation,23.47,470989482.3,n/a,1996,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cmco
CBMX,CombiMatrix Corporation,1.45,18387344.15,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/cbmx
CMCSA,Comcast Corporation,62.48,1.57E+11,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/cmcsa
CMCSK,Comcast Corporation,62.3,1.56E+11,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/cmcsk
CBSH,"Commerce Bancshares, Inc.",46.84,4522475773,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbsh
CBSHP,"Commerce Bancshares, Inc.",25.4,2327666262,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbshp
CUBN,"Commerce Union Bancshares, Inc.",13.65,96403234.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubn
CVGI,"Commercial Vehicle Group, Inc.",5.68,170549724.8,n/a,2004,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/cvgi
COMM,"CommScope Holding Company, Inc.",30.71,5817071279,n/a,2013,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/comm
CSAL,"Communications Sales & Leasing,Inc.",20.98,3143374929,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/csal
JCS,"Communications Systems, Inc.",9.9,85741771.5,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcs
ESXB,Community Bankers Trust Corporation.,5.1,111278965.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/esxb
CYHHZ,"Community Health Systems, Inc.",0.016,0,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cyhhz
CTBI,"Community Trust Bancorp, Inc.",35.27,616727622.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ctbi
CWBC,Community West Bancshares,6.74,55292654.92,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cwbc
COB,CommunityOne Bancorp,10.46,252940414.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cob
CVLT,"CommVault Systems, Inc.",36.11,1639139533,n/a,2006,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cvlt
CIZ,Compass EMP Developed 500 Enhanced Volatility Weighted Index E,35.47,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ciz
CSA,Compass EMP Small Cap 500 Volatility Weighted Index ETF,34.5,1768071249,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csa
CDC,Compass EMP U S EQ Income 100 Enhanced Volatility Weighted Fun,36.17,23510500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cdc
CSF,Compass EMP U.S. Discovery 500 Enhanced Volatility Weighted Fu,38.479,21163450,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csf
CFO,Compass EMP US 500 Enhanced Volatility Weighted Index ETF,37.415,26190500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfo
CFA,Compass EMP US 500 Volatility Weighted Index ETF,36.86,7372000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfa
CDL,Compass EMP US Large Cap High Dividend 100 Volatility Weighted,34.3999,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cdl
CSB,Compass EMP US Small Cap High Dividend 100 Volatility Weighted,34.31,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csb
CGEN,Compugen Ltd.,6.23,313085485.2,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cgen
CPSI,"Computer Programs and Systems, Inc.",53,599725369,n/a,2002,Technology,EDP Services,http://www.nasdaq.com/symbol/cpsi
CTG,"Computer Task Group, Incorporated",7.29,136444145.2,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ctg
SCOR,"comScore, Inc.",56.8,2299471888,n/a,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/scor
CHCI,"Comstock Holding Companies, Inc.",0.43,10106087.9,n/a,2004,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/chci
CMTL,Comtech Telecommunications Corp.,27.81,448281987.9,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/cmtl
CNSI,Comverse Inc.,19.86,435673050.2,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cnsi
CNAT,Conatus Pharmaceuticals Inc.,4.93,97305416.51,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cnat
CNCE,"Concert Pharmaceuticals, Inc.",16.43,356885313,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cnce
CXRX,Concordia Healthcare Corp.,80.63,2720177220,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cxrx
CCUR,Concurrent Computer Corporation,5.44,51367167.36,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/ccur
CDOR,"Condor Hospitality Trust, Inc.",2.22,10939709.34,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cdor
CDORO,"Condor Hospitality Trust, Inc.",21.15,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cdoro
CDORP,"Condor Hospitality Trust, Inc.",9,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cdorp
CFMS,"ConforMIS, Inc.",22.36,873977203.3,n/a,2015,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/cfms
CNMD,CONMED Corporation,57.03,1573923464,n/a,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cnmd
CTWS,"Connecticut Water Service, Inc.",34.14,380734230.3,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/ctws
CNOB,"ConnectOne Bancorp, Inc.",21.19,633506856.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cnob
CNXR,"Connecture, Inc.",9.91,215079148,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cnxr
CONN,"Conn&#39;s, Inc.",34.74,1264897539,n/a,2003,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/conn
CNSL,"Consolidated Communications Holdings, Inc.",19.89,1004626954,n/a,2005,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cnsl
CWCO,Consolidated Water Co. Ltd.,12.25,180494832,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/cwco
CTCT,"Constant Contact, Inc.",24.96,802664778.2,n/a,2007,Technology,Advertising,http://www.nasdaq.com/symbol/ctct
CPSS,"Consumer Portfolio Services, Inc.",6.07,158312003.9,n/a,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cpss
CFRX,ContraFect Corporation,5.1052,103741380.6,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cfrx
CFRXW,ContraFect Corporation,1.65,0,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cfrxw
CFRXZ,ContraFect Corporation,0.5768,0,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cfrxz
CTRV,ContraVir Pharmaceuticals Inc,4.52,100675754.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctrv
CTRL,Control4 Corporation,8.13,198422251.5,n/a,2013,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/ctrl
CPRT,"Copart, Inc.",36,4554797328,n/a,1994,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cprt
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",1.97,51325008.88,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crbp
CORT,Corcept Therapeutics Incorporated,5.02,540927896.2,n/a,1982,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cort
BVA,Cordia Bancorp Inc.,3.85,25348808.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bva
CORE,"Core-Mark Holding Company, Inc.",61.97,1431045447,n/a,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/core
CORI,"Corium International, Inc.",13.95,252229726.8,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cori
CSOD,"Cornerstone OnDemand, Inc.",35.4,1909422617,n/a,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/csod
CRVL,CorVel Corp.,31.83,638689766.8,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/crvl
COSI,"Cosi, Inc.",1.45,69797130.4,n/a,2002,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cosi
CSGP,"CoStar Group, Inc.",212.85,6898417629,n/a,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/csgp
COST,Costco Wholesale Corporation,145.38,63892715429,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/cost
CPAH,CounterPath Corporation,0.44,18633835.44,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cpah
ICBK,"County Bancorp, Inc.",17.8901,102580384.3,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/icbk
CVTI,"Covenant Transportation Group, Inc.",23.89,436136867.3,n/a,1994,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/cvti
COVS,Covisint Corporation,2.8,109284000,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/covs
COWN,"Cowen Group, Inc.",5.73,638336634.4,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cown
COWNL,"Cowen Group, Inc.",26.65,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cownl
CPSH,CPS Technologies Corp.,2.03,26724988.57,n/a,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cpsh
CRAI,"CRA International,Inc.",24.16,221382984.5,n/a,1998,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/crai
CBRL,"Cracker Barrel Old Country Store, Inc.",151.43,3627926625,n/a,1981,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cbrl
BREW,"Craft Brew Alliance, Inc.",10.4,198931189.6,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/brew
CRAY,Cray Inc,25.85,1055217861,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/cray
CACC,Credit Acceptance Corporation,233.32,4805821299,n/a,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cacc
GLDI,Credit Suisse AG,10.77,145668579.5,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/gldi
SLVO,Credit Suisse Ag,10.22,8687000,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/slvo
CREE,"Cree, Inc.",25.27,2757335797,n/a,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/cree
CRESY,Cresud S.A.C.I.F. y A.,11.4,539755207.2,47346948,1997,Finance,Real Estate,http://www.nasdaq.com/symbol/cresy
CRTO,Criteo S.A.,52.36,2682756230,51236750,2013,Technology,Advertising,http://www.nasdaq.com/symbol/crto
CROX,"Crocs, Inc.",14.13,1087767063,n/a,2006,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/crox
CCRN,"Cross Country Healthcare, Inc.",12,386001828,n/a,2001,Technology,Professional Services,http://www.nasdaq.com/symbol/ccrn
CRDS,"Crossroads Systems, Inc.",1.28,24829881.6,n/a,1999,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/crds
CRWS,"Crown Crafts, Inc.",8.09,81530259.54,n/a,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/crws
CRWN,"Crown Media Holdings, Inc.",4.4,1582574118,n/a,2000,Consumer Services,Television Services,http://www.nasdaq.com/symbol/crwn
CYRX,"CryoPort, Inc.",2.56,12956666.88,n/a,n/a,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/cyrx
CYRXW,"CryoPort, Inc.",0.77,0,n/a,n/a,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/cyrxw
CSGS,"CSG Systems International, Inc.",30.74,1006737029,n/a,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/csgs
CCLP,CSI Compressco LP,15.4,510535456.2,n/a,2011,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/cclp
CSPI,CSP Inc.,7.0328,25846383.94,n/a,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/cspi
CSRE,CSR plc,55.97,28091566.88,501904,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/csre
CTCM,"CTC Media, Inc.",1.89,295036284.1,n/a,2006,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ctcm
CTIC,CTI BioPharma Corp.,1.87,337053303,n/a,1997,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctic
CTIB,CTI Industries Corporation,3.44,11355839.04,n/a,1997,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/ctib
CTRP,"Ctrip.com International, Ltd.",70.51,10653823522,151096632,2003,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ctrp
CUNB,CU Bancorp (CA),22.08,370945479.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cunb
CUI,"CUI Global, Inc.",5.42,112630326.3,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/cui
CPIX,Cumberland Pharmaceuticals Inc.,6.12,103006662.5,n/a,2009,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cpix
CMLS,Cumulus Media Inc.,1.58,368584891.7,n/a,1998,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cmls
CRIS,"Curis, Inc.",3.17,406836833.2,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cris
CUTR,"Cutera, Inc.",14.97,216779641.9,n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cutr
CVBF,CVB Financial Corporation,17.57,1866927320,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvbf
CVV,CVD Equipment Corporation,11.01,67925941.77,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cvv
CYAN,Cyanotech Corporation,7.8556,43714835.02,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/cyan
CYBR,CyberArk Software Ltd.,58.93,1816217886,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cybr
CYBX,"Cyberonics, Inc.",61.77,1606783724,n/a,1993,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cybx
CYBE,CyberOptics Corporation,7.02,46934779.32,n/a,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/cybe
CYCC,"Cyclacel Pharmaceuticals, Inc.",0.685,23771492.67,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cycc
CYCCP,"Cyclacel Pharmaceuticals, Inc.",6.11,2048518.03,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyccp
CBAY,Cymabay Therapeutics Inc.,3,45777009,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbay
CYNA,Cynapsus Therapeutics Inc.,16.32,197297898.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyna
CYNO,"Cynosure, Inc.",38.42,851415016.1,n/a,2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cyno
CY,Cypress Semiconductor Corporation,11.75,3899943428,n/a,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/cy
CYRN,CYREN Ltd.,2.0201,63424756.48,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cyrn
CONE,CyrusOne Inc,30.42,2015887831,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cone
CYTK,"Cytokinetics, Incorporated",7.06,273343001.3,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cytk
CYTX,Cytori Therapeutics Inc,0.44,66404816.72,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytx
CTSO,Cytosorbents Corporation,6.52,162079662.9,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ctso
CYTR,CytRx Corporation,2.86,189866780,n/a,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cytr
DAEG,Daegis Inc,0.6028,9876542.843,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/daeg
TVIZ,Daily 2X VIX Med-Term ETN Velocityshares,13.18,560044.56,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/tviz
TVIX,Daily 2X VIX ST ETN Velocityshares,5.82,81028466.94,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/tvix
ZIV,Daily Inverse VIX Mt ETN Velocityshares,49.3,45356000,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ziv
XIV,Daily Inverse VIX ST ETN Velocityshares,47.65,739236525,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/xiv
DJCO,Daily Journal Corp. (S.C.),206.4,284985974.4,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/djco
DAKT,"Daktronics, Inc.",11.12,486576794.7,n/a,1994,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/dakt
DARA,"DARA Biosciences, Inc.",0.835,16495921.83,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dara
DAIO,Data I/O Corporation,3.48,27366824.4,n/a,1981,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/daio
DTLK,Datalink Corporation,6.93,161585278.5,n/a,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/dtlk
DRAM,Dataram Corporation,1.85,5043122.2,n/a,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/dram
DWCH,Datawatch Corporation,5.75,65787204.75,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dwch
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",38.59,1586918587,n/a,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/play
DTEA,DAVIDsTEA Inc.,16.68,398718253,n/a,2015,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/dtea
